2026-08-26 17:22:31,849 | WARNING | order_id=O00552 | customer_id=nan | product_id=P0035 | reject_reason=Missing customer_id
2026-08-26 17:22:31,857 | WARNING | order_id=O00701 | customer_id=C0043 | product_id=P0041 | reject_reason=Invalid quantity
2026-08-26 17:22:31,857 | WARNING | order_id=O00812 | customer_id=C0019 | product_id=P0015 | reject_reason=Invalid quantity
2026-08-26 17:22:31,857 | WARNING | order_id=O00605 | customer_id=C0047 | product_id=P0024 | reject_reason=Invalid quantity
2026-08-26 17:22:31,857 | WARNING | order_id=O00583 | customer_id=C0044 | product_id=P0035 | reject_reason=Invalid quantity
2026-08-26 17:22:31,857 | WARNING | order_id=O00682 | customer_id=C0008 | product_id=P0021 | reject_reason=Invalid quantity
2026-08-26 17:22:31,858 | WARNING | order_id=O00498 | customer_id=C0061 | product_id=P0034 | reject_reason=Invalid quantity
2026-08-26 17:22:31,858 | WARNING | order_id=O00515 | customer_id=C0006 | product_id=P0042 | reject_reason=Invalid quantity
2026-08-26 17:22:31,858 | WARNING | order_id=O00180 | customer_id=C0024 | product_id=P0028 | reject_reason=Invalid quantity
2026-08-26 17:22:31,858 | WARNING | order_id=O00345 | customer_id=C0062 | product_id=P0011 | reject_reason=Invalid quantity
2026-08-26 17:22:31,858 | WARNING | order_id=O00716 | customer_id=C0003 | product_id=P0017 | reject_reason=Invalid quantity
2026-08-26 17:22:31,858 | WARNING | order_id=O00775 | customer_id=C0075 | product_id=P0032 | reject_reason=Invalid quantity
2026-08-26 17:22:31,858 | WARNING | order_id=O00233 | customer_id=C0065 | product_id=P0018 | reject_reason=Invalid quantity
2026-08-26 17:22:31,858 | WARNING | order_id=O00161 | customer_id=C0077 | product_id=P0050 | reject_reason=Invalid quantity
2026-08-26 17:22:31,859 | WARNING | order_id=O00458 | customer_id=C0006 | product_id=P0036 | reject_reason=Invalid quantity
2026-08-26 17:22:31,859 | WARNING | order_id=O00854 | customer_id=C0099 | product_id=P0010 | reject_reason=Invalid quantity
2026-08-26 17:22:31,859 | WARNING | order_id=O00748 | customer_id=C0048 | product_id=P0013 | reject_reason=Invalid quantity
2026-08-26 17:22:31,859 | WARNING | order_id=O00508 | customer_id=C0090 | product_id=P0026 | reject_reason=Invalid quantity
2026-08-26 17:22:31,859 | WARNING | order_id=O00079 | customer_id=C0065 | product_id=P0033 | reject_reason=Invalid quantity
2026-08-26 17:22:31,859 | WARNING | order_id=O00023 | customer_id=C0074 | product_id=P0019 | reject_reason=Invalid quantity
2026-08-26 17:22:31,859 | WARNING | order_id=O00507 | customer_id=C0010 | product_id=P0017 | reject_reason=Invalid quantity
2026-08-26 17:22:31,859 | WARNING | order_id=O00290 | customer_id=C0015 | product_id=P0049 | reject_reason=Invalid quantity
2026-08-26 17:22:31,859 | WARNING | order_id=O00148 | customer_id=C0006 | product_id=P0015 | reject_reason=Invalid quantity
2026-08-26 17:22:31,859 | WARNING | order_id=O00282 | customer_id=C0022 | product_id=P0059 | reject_reason=Invalid quantity
2026-08-26 17:22:31,859 | WARNING | order_id=O00789 | customer_id=C0078 | product_id=P0007 | reject_reason=Invalid quantity
2026-08-26 17:22:31,860 | WARNING | order_id=O00413 | customer_id=C0067 | product_id=P0057 | reject_reason=Invalid quantity
2026-08-26 17:22:31,860 | WARNING | order_id=O00615 | customer_id=C0048 | product_id=P0037 | reject_reason=Invalid quantity
2026-08-26 17:22:31,860 | WARNING | order_id=O00425 | customer_id=C0103 | product_id=P0029 | reject_reason=Invalid quantity
2026-08-26 17:22:31,860 | WARNING | order_id=O00406 | customer_id=C0007 | product_id=P0039 | reject_reason=Invalid quantity
2026-08-26 17:22:31,861 | WARNING | order_id=O00658 | customer_id=C0115 | product_id=P0055 | reject_reason=Invalid amount
2026-08-26 17:22:31,861 | WARNING | order_id=O00310 | customer_id=C0096 | product_id=P0035 | reject_reason=Invalid amount
2026-08-26 17:22:31,861 | WARNING | order_id=O00779 | customer_id=C0048 | product_id=P0044 | reject_reason=Invalid amount
2026-08-26 17:22:31,862 | WARNING | order_id=O00164 | customer_id=C0012 | product_id=P0029 | reject_reason=Invalid amount
2026-08-26 17:22:31,862 | WARNING | order_id=O00391 | customer_id=C0080 | product_id=P0021 | reject_reason=Invalid amount
2026-08-26 17:22:31,862 | WARNING | order_id=O00485 | customer_id=C0020 | product_id=P0056 | reject_reason=Invalid amount
2026-08-26 17:22:31,862 | WARNING | order_id=O00074 | customer_id=C0051 | product_id=P0016 | reject_reason=Invalid amount
2026-08-26 17:22:31,862 | WARNING | order_id=O00646 | customer_id=C0076 | product_id=P0060 | reject_reason=Invalid amount
2026-08-26 17:22:31,862 | WARNING | order_id=O00706 | customer_id=C0113 | product_id=P0007 | reject_reason=Invalid amount
2026-08-26 17:22:31,862 | WARNING | order_id=O00353 | customer_id=C0053 | product_id=P0001 | reject_reason=Invalid amount
2026-08-26 17:22:31,862 | WARNING | order_id=O00548 | customer_id=C0019 | product_id=P0035 | reject_reason=Invalid amount
2026-08-26 17:22:31,862 | WARNING | order_id=O00296 | customer_id=C0087 | product_id=P0010 | reject_reason=Invalid amount
2026-08-26 17:22:31,862 | WARNING | order_id=O00152 | customer_id=C0059 | product_id=P0040 | reject_reason=Invalid amount
2026-08-26 17:22:31,862 | WARNING | order_id=O00266 | customer_id=C0110 | product_id=P0015 | reject_reason=Invalid amount
2026-08-26 17:22:31,863 | WARNING | order_id=O00599 | customer_id=C0056 | product_id=P0058 | reject_reason=Invalid amount
2026-08-26 17:22:31,863 | WARNING | order_id=O00620 | customer_id=C0078 | product_id=P0052 | reject_reason=Invalid amount
2026-08-26 17:22:31,863 | WARNING | order_id=O00853 | customer_id=C0018 | product_id=P0052 | reject_reason=Invalid amount
2026-08-26 17:22:31,863 | WARNING | order_id=O00693 | customer_id=C0002 | product_id=P0024 | reject_reason=Invalid amount
2026-08-26 17:22:31,863 | WARNING | order_id=O00799 | customer_id=C0111 | product_id=P0025 | reject_reason=Invalid amount
2026-08-26 17:22:31,863 | WARNING | order_id=O00327 | customer_id=C0012 | product_id=P0060 | reject_reason=Invalid amount
2026-08-26 17:22:31,863 | WARNING | order_id=O00357 | customer_id=C0103 | product_id=P0045 | reject_reason=Invalid amount
2026-08-26 17:22:31,863 | WARNING | order_id=O00868 | customer_id=C0112 | product_id=P0010 | reject_reason=Invalid amount
2026-08-26 17:22:31,863 | WARNING | order_id=O00163 | customer_id=C0101 | product_id=P0048 | reject_reason=Invalid amount
2026-08-26 17:22:31,863 | WARNING | order_id=O00158 | customer_id=C0116 | product_id=P0043 | reject_reason=Invalid amount
2026-08-26 17:22:31,863 | WARNING | order_id=O00804 | customer_id=C0074 | product_id=P0011 | reject_reason=Invalid amount
